Feature Scenario,Testcase Title,TestcaseId,Testcase Precondition,Testcase Steps,Expected Results
"Update Throughput Optimized HDD (st1) to General Purpose SSD (gp2) Volume with following conditions:

1 GiB >= size <= 16384 GiB
With Description
With Tags",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-374,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) to General Purpose SSD (gp2) Volume with Size < 500 GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-375,"SODA Multi-Cloud Docker Containers Up & Running
",,
"UpdateThroughput Optimized HDD (st1) to General Purpose SSD (gp2) Volume with Size > 16384 GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-376,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) to Cold HDD (sc1) Volume with IOPS
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-377,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) to Cold HDD (sc1) Volume with following conditions:

500 GiB >= size <= 16384 GiB
With Description",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-378,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) to Cold HDD (sc1) Volume with following conditions:

500 GiB >= size <= 16384 GiB
Without Description
",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-379,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) to Cold HDD (sc1) Volume with following conditions:

500 GiB >= size <= 16384 GiB
With Description
With Tags",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-380,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) to Cold HDD (sc1) Volume with Size < 500 GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-381,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) to Cold HDD (sc1) Volume with Size > 16384 GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-382,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) to Cold HDD (sc1) Volume with IOPS
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-383,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) to Magnetic (standard) Volume with following conditions:

1 GiB >= size <= 16384 GiB
With Description",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-384,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) to Magnetic (standard) Volume with following conditions:

1 GiB >= size <= 16384 GiB
Without Description
",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-385,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) to  Magnetic (standard) Volume with following conditions:

1 GiB >= size <= 16384 GiB
With Description
With Tags",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-386,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) to Magnetic (standard) Volume with Size < 1 GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-387,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) to  Magnetic (standard) Volume with Size > 16384 GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-388,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) to  Magnetic (standard) Volume with IOPS
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-389,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) Volume Size
1 GiB >= size <= 16384 GiB
With Description",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-390,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) Volume Size
with 1 GiB >= size <= 16384 GiB
Without Description",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-391,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) Volume Size
1 GiB >= size <= 16384 GiB
With Description
With Tags",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-392,"SODA Multi-Cloud Docker Containers Up & Running
",,
Update Magnetic (standard) Volume Size < 1 GiB,Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-393,"SODA Multi-Cloud Docker Containers Up & Running
",,
Update Magnetic (standard) Volume Size > 16384 GiB,Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-394,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) Volume
with Tags with following condition 
Number of Tags upto 50 in Size
Length of Tag key is <= 128 
Length of Tag key is <=256",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-395,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) Volume
with Tags with following condition 
Number of Tags upto 50 in Size
Length of Tag key is > 128 
Length of Tag key is <= 256",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-396,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) Volume
with Tags with following condition 
Number of Tags upto 50 in Size
Length of Tag key is <= 128 
Length of Tag key is > 256",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-397,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) Volume
with Tags with following condition 
Number of Tags upto 50 in Size
Length of Tag key is > 128 
Length of Tag key is > 256",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-398,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) Volume
with Tags with following condition 
Number of Tags > 50 in Size
Length of Tag key is <= 128 
Length of Tag key is <=256",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-399,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) Volume
 Number of Tags > 50 in Size
Length of Tag key is > 128 
Length of Tag key is <=256",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-400,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) Volume
 Number of Tags > 50 in Size
Length of Tag key is <= 128 
Length of Tag key is > 256",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-401,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) Volume
Number of Tags > 50 in Size
Length of Tag key is > 128 
Length of Tag key is > 256",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-402,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) to Provisioned IOPS SSD (io1) Volume with following conditions:

1 GiB >= size <= 16384 GiB
100 >= IOPS <= 64000
With Description
",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-403,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) to Provisioned IOPS SSD (io1) Volume with following conditions:

1 GiB >= size <= 16384 GiB
100 >= IOPS <= 64000
Without Description
",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-404,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) to Provisioned IOPS SSD (io1) Volume with following conditions:

1 GiB >= size <= 16384 GiB
100 >= IOPS <= 64000
With Description
With Tags",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-405,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) to Provisioned IOPS SSD (io1) Volume with Size < 1GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-406,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) to Provisioned IOPS SSD (io1) Volume with Size > 16384 GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-407,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) to Provisioned IOPS SSD (io1) Volume with IOPS < 100
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-408,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) to Provisioned IOPS SSD (io1) Volume with IOPS > 64000
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-409,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) to Provisioned IOPS SSD (io2) Volume with following conditions:

1 GiB >= size <= 16384 GiB
100 >= IOPS <= 64000
With Description
",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-410,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) to Provisioned IOPS SSD (io2) Volume with following conditions:

1 GiB >= size <= 16384 GiB
100 >= IOPS <= 64000
Without Description
",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-411,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) to Provisioned IOPS SSD (io2) Volume with following conditions:

1 GiB >= size <= 16384 GiB
100 >= IOPS <= 64000
With Description
With Tags",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-412,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) to Provisioned IOPS SSD (io2) Volume with Size < 1GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-413,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) to Provisioned IOPS SSD (io2) Volume with Size > 16384 GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-414,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) to Provisioned IOPS SSD (io2) Volume with IOPS < 100
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-415,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) to Provisioned IOPS SSD (io2) Volume with IOPS > 64000
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-416,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) to General Purpose SSD (gp2) Volume with following conditions:

1 GiB >= size <= 16384 GiB
With Description",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-417,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) to General Purpose SSD (gp2) Volume with following conditions:

1 GiB >= size <= 16384 GiB
Without Description
",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-418,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) to General Purpose SSD (gp2) Volume with following conditions:

1 GiB >= size <= 16384 GiB
With Description
With Tags",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-419,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) to General Purpose SSD (gp2) Volume with Size < 500 GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-420,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) to General Purpose SSD (gp2) Volume with Size > 16384 GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-421,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) to Cold HDD (sc1) Volume with IOPS
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-422,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) to Cold HDD (sc1) Volume with following conditions:

500 GiB >= size <= 16384 GiB
With Description",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-423,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) to Cold HDD (sc1) Volume with following conditions:

500 GiB >= size <= 16384 GiB
Without Description
",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-424,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) to Cold HDD (sc1) Volume with following conditions:

500 GiB >= size <= 16384 GiB
With Description
With Tags",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-425,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) to Cold HDD (sc1) Volume with Size < 500 GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-426,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) to Cold HDD (sc1) Volume with Size > 16384 GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-427,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) to Cold HDD (sc1) Volume with IOPS
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-428,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) to Throughput Optimized HDD (st1) Volume with following conditions:

1 GiB >= size <= 16384 GiB
With Description",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-429,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) to Throughput Optimized HDD (st1) Volume with following conditions:

1 GiB >= size <= 16384 GiB
Without Description
",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-430,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) to Throughput Optimized HDD (st1) Volume with following conditions:

1 GiB >= size <= 16384 GiB
With Description
With Tags",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-431,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) to Throughput Optimized HDD (st1) Volume with Size < 1 GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-432,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) to Throughput Optimized HDD (st1) Volume with Size > 16384 GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-433,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Magnetic (standard) to Throughput Optimized HDD (st1) Volume with IOPS
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-434,"SODA Multi-Cloud Docker Containers Up & Running
",,
